CHART																
GOTERM_BP_DIRECT	GO:0006412~translation	13	9.62962962962963	2.60324138202952E-07	SMC01319, SMC01307, SMC01318, SMC03859, SMC01290, SMC01291, SMC01294, SMC01295, SMC02692, SMC01310, SMC00485, SMC00567, SMC01306	67	61	2024	6.4379740641057	1.11938767497488E-05	5.46680690226198E-06	5.46680690226198E-06				
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	10	7.40740740740741	1.92659824257716E-06	SMC01319, SMC01307, SMC01294, SMC01295, SMC02692, SMC03242, SMC00485, SMC00567, SMC01306, SMC01290	53	56	2380	8.0188679245283	3.85312596219434E-05	9.63299121288578E-06	8.18804253095292E-06				
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	8	5.92592592592593	4.2049021924117E-06	SMC01307, SMC01294, SMC01295, SMC03242, SMC00485, SMC00567, SMC01306, SMC01290	69	36	3484	11.2206119162641	0.000243855102428	0.00012194216358	0.000117737261388				
GOTERM_MF_DIRECT	GO:0005198~structural molecule activity	5	3.7037037037037	8.76680340767622E-06	SMC03032, SMC03040, SMC03037, SMC03048, SMC03049	69	8	3484	31.5579710144928	0.000508347574073	0.000169491532548	0.000163646996943				
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	6	4.44444444444444	0.000258386682057	SMC03020, SMC03035, SMC03007, SMC03090, SMC03008, SMC03019	67	19	2024	9.53967007069914	0.011050552071411	0.003617413548802	0.003617413548802				
UP_KW_BIOLOGICAL_PROCESS	KW-0145~Chemotaxis	5	3.7037037037037	0.000405112442772	SMC03020, SMC03035, SMC03007, SMC03008, SMC03019	41	13	1337	12.5422138836773	0.00847298518375	0.008507361298222	0.008507361298222				
GOTERM_CC_DIRECT	GO:0005840~ribosome	8	5.92592592592593	0.00047183191243	SMC01318, SMC01307, SMC03859, SMC01294, SMC01295, SMC02692, SMC01310, SMC00567	65	45	1968	5.3825641025641	0.007990936773799	0.008021142511312	0.008021142511312				
UP_KW_BIOLOGICAL_PROCESS	KW-0346~Stress response	7	5.18518518518519	0.001011605059081	SMC00912, SMC00913, SMC00949, SM_B21566, SMA0744, SMA0745, SMC04040	41	41	1337	5.56751933372992	0.02103017443106	0.01062185312035	0.01062185312035				
GOTERM_CC_DIRECT	GO:0015934~large ribosomal subunit	4	2.96296296296296	0.001046447250618	SMC01319, SMC01291, SMC01306, SMC01290	65	7	1968	17.3010989010989	0.017641452584442	0.008894801630249	0.008894801630249				
UP_KW_BIOLOGICAL_PROCESS	KW-0536~Nodulation	6	4.44444444444444	0.002727454855206	SMA0868, SMA0878, SMA0869, SMA0863, SMA0855, SMA0851	41	34	1337	5.75466284074606	0.055741016828038	0.019092183986444	0.019092183986444				
GOTERM_CC_DIRECT	GO:0030694~bacterial-type flagellum basal body, rod	3	2.22222222222222	0.00305903422147	SMC03024, SMC03028, SMC03027	65	3	1968	30.2769230769231	0.050750194451096	0.017334527254998	0.017334527254998				
GOTERM_MF_DIRECT	GO:0016887~ATPase activity	5	3.7037037037037	0.00316267836893	SMC00912, SMC00913, SM_B21566, SMA0744, SMA0745	69	32	3484	7.88949275362319	0.167836241125298	0.045858836349489	0.044277497165024				
UP_SEQ_FEATURE	DOMAIN:Flg_bb_rod	3	2.22222222222222	0.003412668644126	SMC03024, SMC03028, SMC03027	83	5	4331	31.3084337349398	0.284671569107898	0.111480509041433	0.109205396612016				
UP_SEQ_FEATURE	DOMAIN:Flagellin_D0/D1	3	2.22222222222222	0.003412668644126	SMC03040, SMC03037, SMC03049	83	5	4331	31.3084337349398	0.284671569107898	0.111480509041433	0.109205396612016				
UP_SEQ_FEATURE	DOMAIN:Flg_bbr_C	3	2.22222222222222	0.003412668644126	SMC03024, SMC03028, SMC03048	83	5	4331	31.3084337349398	0.284671569107898	0.111480509041433	0.109205396612016				
UP_KW_MOLECULAR_FUNCTION	KW-0143~Chaperone	5	3.7037037037037	0.003649353627959	SMC00912, SMC00913, SM_B21566, SMA0744, SMA0745	53	30	2380	7.48427672955975	0.07051125009391	0.014597414511836	0.012407802335061				
INTERPRO	IPR001029:Flagellin, D0/D1 domain	3	2.22222222222222	0.004106949424959	SMC03040, SMC03037, SMC03049	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR010930:Flagellar basal-body/hook protein, C-terminal domain	3	2.22222222222222	0.004106949424959	SMC03024, SMC03028, SMC03048	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR001444:Flagellar basal body rod protein, N-terminal	3	2.22222222222222	0.004106949424959	SMC03024, SMC03028, SMC03027	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR001844:Chaperonin Cpn60	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR027410:TCP-1-like chaperonin intermediate domain	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR018370:Chaperonin Cpn60, conserved site	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR002423:Chaperonin Cpn60/TCP-1	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR027409:GroEL-like apical domain	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR027413:GroEL-like equatorial domain	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
UP_SEQ_FEATURE	DOMAIN:CheW-like	3	2.22222222222222	0.005056200163358	SMC03007, SMC03090, SMC03008	83	6	4331	26.0903614457831	0.391503761098796	0.12387690400226	0.121348803920581				
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	4	2.96296296296296	0.005284134346144	SMC03040, SMC03037, SMC03048, SMC03049	52	13	1767	10.4556213017751	0.051602392639667	0.010568268692288	0.006340961215373				
INTERPRO	IPR002545:CheW-like protein	3	2.22222222222222	0.006077107790851	SMC03007, SMC03090, SMC03008	102	6	4859	23.8186274509804	0.736827886181328	0.133088660619632	0.132480949840547				
SMART	SM00260:CheW	3	2.22222222222222	0.006887429274453	SMC03007, SMC03090, SMC03008	25	6	1067	21.34	0.175942688276222	0.192848019684689	0.192848019684689				
UP_KW_DOMAIN	KW-0175~Coiled coil	14	10.3703703703704	0.009234270556329	SM_B20020, SMC00913, SMC03054, SMC03040, SMC03041, SMC03028, SMC04458, SMC03007, SMA0744, SMC03048, SMC03037, SMC01469, SMC00765, SMC02436	36	339	1770	2.03048180924287	0.054142186829241	0.055405623337975	0.055405623337975				
GOTERM_CC_DIRECT	GO:0005576~extracellular region	4	2.96296296296296	0.011286881098702	SMC03040, SMC03037, SMC03048, SMC03049	65	15	1968	8.07384615384616	0.17549167711843	0.047969244669482	0.047969244669482				
UP_KW_LIGAND	KW-0067~ATP-binding	9	6.66666666666667	0.011973053874505	SMC03173, SMC00913, SMC04458, SM_B21566, SMC03007, SMA0744, SMA0855, SM_B20149, SMC03159	16	234	986	2.37019230769231	0.124095655862289	0.131703592619553	0.131703592619553				
UP_KW_BIOLOGICAL_PROCESS	KW-0283~Flagellar rotation	3	2.22222222222222	0.012136412690923	SMC03020, SMC03035, SMC03019	41	6	1337	16.3048780487805	0.226186094236867	0.063716166627345	0.063716166627345				
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	17	12.5925925925926	0.012603499427384	SMC00912, SMC03969, SMC00913, SMA0868, SMA0878, SMA0869, SM_B21566, SMC02042, SMC03173, SMC03242, SMC04458, SMC03007, SMA0744, SMA0745, SMC02911, SMC02436, SMC03008	52	316	1767	1.82807935735151	0.119121850980647	0.021005832378973	0.012603499427384				
GOTERM_CC_DIRECT	GO:0009288~bacterial-type flagellum	3	2.22222222222222	0.014354896013939	SMC03040, SMC03037, SMC03049	65	6	1968	15.1384615384615	0.217922714463386	0.048806646447391	0.048806646447391				
GOTERM_BP_DIRECT	GO:0042026~protein refolding	3	2.22222222222222	0.014435260492473	SMC00913, SM_B21566, SMA0744	67	6	2024	15.1044776119403	0.46486695871874	0.136389357605539	0.136389357605539				
GOTERM_BP_DIRECT	GO:0007165~signal transduction	4	2.96296296296296	0.016236828286374	SMC03090, SMC00765, SMC01469, SMC03008	67	17	2024	7.10798946444249	0.505354469123733	0.136389357605539	0.136389357605539				
UP_SEQ_FEATURE	BINDING:ATP	 via amide nitrogen	3	2.22222222222222	0.017434301265461	SMC00913, SM_B21566, SMA0744	83	11	4331	14.2311062431544	0.821582811657772	0.341712304803036	0.334738584296851			
UP_KW_MOLECULAR_FUNCTION	KW-0413~Isomerase	8	5.92592592592593	0.021065186245035	SMC02042, SMC00913, SM_B21113, SMC00321, SM_B21566, SMA0744, SMC04346, SMC03858	53	130	2380	2.76342525399129	0.346755937484526	0.070217287483451	0.059684694360933				
GOTERM_CC_DIRECT	GO:0009425~bacterial-type flagellum basal body	3	2.22222222222222	0.025692527071504	SMC03020, SMC03035, SMC03019	65	8	1968	11.3538461538462	0.357560003371641	0.072795493369261	0.072795493369261				
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	3	2.22222222222222	0.029365259531544	SMC00913, SM_B21566, SMA0744	69	14	3484	10.8198757763975	0.822483708783812	0.340637010565906	0.328890906753289				
UP_KW_LIGAND	KW-0547~Nucleotide-binding	9	6.66666666666667	0.034096033235986	SMC03173, SMC00913, SMC04458, SM_B21566, SMC03007, SMA0744, SMA0855, SM_B20149, SMC03159	16	278	986	1.99505395683453	0.317231547997047	0.187528182797921	0.187528182797921				
INTERPRO	IPR023157:AGR-C-984p-like domain	2	1.48148148148148	0.041144464935968	SMC03023, SMC00986	102	2	4859	47.6372549019608	0.999899087182935	0.75088648508142	0.747457779670089				
INTERPRO	IPR010626:Protein of unknown function DUF1217	2	1.48148148148148	0.041144464935968	SMC03023, SMC00986	102	2	4859	47.6372549019608	0.999899087182935	0.75088648508142	0.747457779670089				
UP_SEQ_FEATURE	BINDING:ATP	4	2.96296296296296	0.055473221031774	SMC00913, SMC04458, SM_B21566, SMA0744	83	46	4331	4.53745416448402	0.996276091577544	0.906062610185634	0.887571536508376				
INTERPRO	IPR018369:Chaperonin Cpn10, conserved site	2	1.48148148148148	0.080612139086077	SMC00912, SMA0745	102	4	4859	23.8186274509804	0.999999989855525	1	1				
INTERPRO	IPR020818:Chaperonin Cpn10	2	1.48148148148148	0.080612139086077	SMC00912, SMA0745	102	4	4859	23.8186274509804	0.999999989855525	1	1				
INTERPRO	IPR019432:Siderophore biosynthesis protein, conserved domain	2	1.48148148148148	0.080612139086077	SMA2406, SMC02576	102	4	4859	23.8186274509804	0.999999989855525	1	1				
INTERPRO	IPR001017:Dehydrogenase, E1 component	2	1.48148148148148	0.080612139086077	SM_B20020, SMC03201	102	4	4859	23.8186274509804	0.999999989855525	1	1				
INTERPRO	IPR001492:Flagellin	2	1.48148148148148	0.080612139086077	SMC03040, SMC03037	102	4	4859	23.8186274509804	0.999999989855525	1	1				
SMART	SM00883:SM00883	2	1.48148148148148	0.087099938467649	SMC00912, SMA0745	25	4	1067	21.34	0.922043807775849	0.812932759031389	0.812932759031389				
SMART	SM01006:SM01006	2	1.48148148148148	0.087099938467649	SMA2406, SMC02576	25	4	1067	21.34	0.922043807775849	0.812932759031389	0.812932759031389				
GOTERM_MF_DIRECT	GO:0003774~motor activity	2	1.48148148148148	0.093904981457625	SMC03020, SMC03019	69	5	3484	20.1971014492754	0.99671846469294	0.907748154090376	0.876446493604501				
																
																
																
CLUSTERING																
Annotation Cluster 1	Enrichment Score: 7.023154388541489															
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR				
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	13	9.62962962962963	1.59958625149183E-10	SMC01319, SMC01307, SMC01318, SMC03859, SMC01290, SMC01291, SMC01294, SMC01295, SMC02692, SMC01310, SMC00485, SMC00567, SMC01306	69	53	3484	12.38501503965	9.27759891133917E-09	9.27760025865259E-09	8.95768300835422E-09				
UP_KW_MOLECULAR_FUNCTION	KW-0687~Ribonucleoprotein	13	9.62962962962963	8.56729686366835E-10	SMC01319, SMC01307, SMC01318, SMC03859, SMC01290, SMC01291, SMC01294, SMC01295, SMC02692, SMC01310, SMC00485, SMC00567, SMC01306	53	56	2380	10.4245283018868	1.71345936328393E-08	8.56729686366835E-09	7.2822023341181E-09				
UP_KW_MOLECULAR_FUNCTION	KW-0689~Ribosomal protein	13	9.62962962962963	8.56729686366835E-10	SMC01319, SMC01307, SMC01318, SMC03859, SMC01290, SMC01291, SMC01294, SMC01295, SMC02692, SMC01310, SMC00485, SMC00567, SMC01306	53	56	2380	10.4245283018868	1.71345936328393E-08	8.56729686366835E-09	7.2822023341181E-09				
UP_KW_MOLECULAR_FUNCTION	KW-0699~rRNA-binding	10	7.40740740740741	5.58754184643943E-08	SMC01319, SMC01307, SMC01294, SMC01295, SMC02692, SMC03242, SMC00485, SMC00567, SMC01306, SMC01290	53	38	2380	11.8172790466733	1.11750777709307E-06	3.72502789762629E-07	3.16627371298234E-07				
GOTERM_BP_DIRECT	GO:0006412~translation	13	9.62962962962963	2.60324138202952E-07	SMC01319, SMC01307, SMC01318, SMC03859, SMC01290, SMC01291, SMC01294, SMC01295, SMC02692, SMC01310, SMC00485, SMC00567, SMC01306	67	61	2024	6.4379740641057	1.11938767497488E-05	5.46680690226198E-06	5.46680690226198E-06				
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	10	7.40740740740741	1.92659824257716E-06	SMC01319, SMC01307, SMC01294, SMC01295, SMC02692, SMC03242, SMC00485, SMC00567, SMC01306, SMC01290	53	56	2380	8.0188679245283	3.85312596219434E-05	9.63299121288578E-06	8.18804253095292E-06				
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	8	5.92592592592593	4.2049021924117E-06	SMC01307, SMC01294, SMC01295, SMC03242, SMC00485, SMC00567, SMC01306, SMC01290	69	36	3484	11.2206119162641	0.000243855102428	0.00012194216358	0.000117737261388				
GOTERM_CC_DIRECT	GO:0005840~ribosome	8	5.92592592592593	0.00047183191243	SMC01318, SMC01307, SMC03859, SMC01294, SMC01295, SMC02692, SMC01310, SMC00567	65	45	1968	5.3825641025641	0.007990936773799	0.008021142511312	0.008021142511312				
																
Annotation Cluster 2	Enrichment Score: 5.7637768488185435															
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR				
UP_KW_CELLULAR_COMPONENT	KW-0966~Cell projection	13	9.62962962962963	9.37783926347564E-11	SMC03020, SMC03054, SMC03032, SMC03040, SMC03052, SMC03024, SMC03035, SMC03028, SMC03048, SMC03037, SMC03027, SMC03049, SMC03019	52	37	1767	11.9391891891892	9.37784294663402E-10	3.12594642115855E-10	1.87556785269513E-10				
UP_KW_CELLULAR_COMPONENT	KW-0969~Cilium	13	9.62962962962963	9.37783926347564E-11	SMC03020, SMC03054, SMC03032, SMC03040, SMC03052, SMC03024, SMC03035, SMC03028, SMC03048, SMC03037, SMC03027, SMC03049, SMC03019	52	37	1767	11.9391891891892	9.37784294663402E-10	3.12594642115855E-10	1.87556785269513E-10				
UP_KW_CELLULAR_COMPONENT	KW-0282~Flagellum	13	9.62962962962963	9.37783926347564E-11	SMC03020, SMC03054, SMC03032, SMC03040, SMC03052, SMC03024, SMC03035, SMC03028, SMC03048, SMC03037, SMC03027, SMC03049, SMC03019	52	37	1767	11.9391891891892	9.37784294663402E-10	3.12594642115855E-10	1.87556785269513E-10				
GOTERM_BP_DIRECT	GO:0071973~bacterial-type flagellum-dependent cell motility	10	7.40740740740741	4.7434987806046E-10	SMC03020, SMC03032, SMC03040, SMC03024, SMC03035, SMC03028, SMC03037, SMC03027, SMC03049, SMC03019	67	17	2024	17.7699736611062	2.0397045163989E-08	1.99226948785393E-08	1.99226948785393E-08				
UP_KW_CELLULAR_COMPONENT	KW-0975~Bacterial flagellum	9	6.66666666666667	9.63928718531615E-09	SMC03020, SMC03032, SMC03040, SMC03024, SMC03028, SMC03037, SMC03048, SMC03049, SMC03019	52	18	1767	16.9903846153846	9.6392867243722E-08	2.40982179632904E-08	1.44589307779742E-08				
GOTERM_MF_DIRECT	GO:0005198~structural molecule activity	5	3.7037037037037	8.76680340767622E-06	SMC03032, SMC03040, SMC03037, SMC03048, SMC03049	69	8	3484	31.5579710144928	0.000508347574073	0.000169491532548	0.000163646996943				
UP_SEQ_FEATURE	DOMAIN:Flagellin_D0/D1	3	2.22222222222222	0.003412668644126	SMC03040, SMC03037, SMC03049	83	5	4331	31.3084337349398	0.284671569107898	0.111480509041433	0.109205396612016				
INTERPRO	IPR001029:Flagellin, D0/D1 domain	3	2.22222222222222	0.004106949424959	SMC03040, SMC03037, SMC03049	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	4	2.96296296296296	0.005284134346144	SMC03040, SMC03037, SMC03048, SMC03049	52	13	1767	10.4556213017751	0.051602392639667	0.010568268692288	0.006340961215373				
GOTERM_CC_DIRECT	GO:0005576~extracellular region	4	2.96296296296296	0.011286881098702	SMC03040, SMC03037, SMC03048, SMC03049	65	15	1968	8.07384615384616	0.17549167711843	0.047969244669482	0.047969244669482				
GOTERM_CC_DIRECT	GO:0009288~bacterial-type flagellum	3	2.22222222222222	0.014354896013939	SMC03040, SMC03037, SMC03049	65	6	1968	15.1384615384615	0.217922714463386	0.048806646447391	0.048806646447391				
																
Annotation Cluster 3	Enrichment Score: 2.5655378811698744															
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR				
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	6	4.44444444444444	0.000258386682057	SMC03020, SMC03035, SMC03007, SMC03090, SMC03008, SMC03019	67	19	2024	9.53967007069914	0.011050552071411	0.003617413548802	0.003617413548802				
UP_SEQ_FEATURE	DOMAIN:CheW-like	3	2.22222222222222	0.005056200163358	SMC03007, SMC03090, SMC03008	83	6	4331	26.0903614457831	0.391503761098796	0.12387690400226	0.121348803920581				
INTERPRO	IPR002545:CheW-like protein	3	2.22222222222222	0.006077107790851	SMC03007, SMC03090, SMC03008	102	6	4859	23.8186274509804	0.736827886181328	0.133088660619632	0.132480949840547				
SMART	SM00260:CheW	3	2.22222222222222	0.006887429274453	SMC03007, SMC03090, SMC03008	25	6	1067	21.34	0.175942688276222	0.192848019684689	0.192848019684689				
																
Annotation Cluster 4	Enrichment Score: 2.455934062539045															
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR				
GOTERM_CC_DIRECT	GO:0030694~bacterial-type flagellum basal body, rod	3	2.22222222222222	0.00305903422147	SMC03024, SMC03028, SMC03027	65	3	1968	30.2769230769231	0.050750194451096	0.017334527254998	0.017334527254998				
UP_SEQ_FEATURE	DOMAIN:Flg_bb_rod	3	2.22222222222222	0.003412668644126	SMC03024, SMC03028, SMC03027	83	5	4331	31.3084337349398	0.284671569107898	0.111480509041433	0.109205396612016				
INTERPRO	IPR001444:Flagellar basal body rod protein, N-terminal	3	2.22222222222222	0.004106949424959	SMC03024, SMC03028, SMC03027	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
																
Annotation Cluster 5	Enrichment Score: 2.035017810090104															
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR				
UP_KW_BIOLOGICAL_PROCESS	KW-0346~Stress response	7	5.18518518518519	0.001011605059081	SMC00912, SMC00913, SMC00949, SM_B21566, SMA0744, SMA0745, SMC04040	41	41	1337	5.56751933372992	0.02103017443106	0.01062185312035	0.01062185312035				
GOTERM_MF_DIRECT	GO:0016887~ATPase activity	5	3.7037037037037	0.00316267836893	SMC00912, SMC00913, SM_B21566, SMA0744, SMA0745	69	32	3484	7.88949275362319	0.167836241125298	0.045858836349489	0.044277497165024				
UP_KW_MOLECULAR_FUNCTION	KW-0143~Chaperone	5	3.7037037037037	0.003649353627959	SMC00912, SMC00913, SM_B21566, SMA0744, SMA0745	53	30	2380	7.48427672955975	0.07051125009391	0.014597414511836	0.012407802335061				
INTERPRO	IPR018370:Chaperonin Cpn60, conserved site	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR027409:GroEL-like apical domain	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR027410:TCP-1-like chaperonin intermediate domain	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR027413:GroEL-like equatorial domain	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR001844:Chaperonin Cpn60	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
INTERPRO	IPR002423:Chaperonin Cpn60/TCP-1	3	2.22222222222222	0.004106949424959	SMC00913, SM_B21566, SMA0744	102	5	4859	28.5823529411765	0.593947954508509	0.099935769340666	0.099479441626782				
GOTERM_BP_DIRECT	GO:0042026~protein refolding	3	2.22222222222222	0.014435260492473	SMC00913, SM_B21566, SMA0744	67	6	2024	15.1044776119403	0.46486695871874	0.136389357605539	0.136389357605539				
UP_SEQ_FEATURE	BINDING:ATP: via amide nitrogen	3	2.22222222222222	0.017434301265461	SMC00913, SM_B21566, SMA0744	83	11	4331	14.2311062431544	0.821582811657772	0.341712304803036	0.334738584296851				
UP_KW_MOLECULAR_FUNCTION	KW-0413~Isomerase	8	5.92592592592593	0.021065186245035	SMC02042, SMC00913, SM_B21113, SMC00321, SM_B21566, SMA0744, SMC04346, SMC03858	53	130	2380	2.76342525399129	0.346755937484526	0.070217287483451	0.059684694360933				
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	3	2.22222222222222	0.029365259531544	SMC00913, SM_B21566, SMA0744	69	14	3484	10.8198757763975	0.822483708783812	0.340637010565906	0.328890906753289				
UP_SEQ_FEATURE	BINDING:ATP	4	2.96296296296296	0.055473221031774	SMC00913, SMC04458, SM_B21566, SMA0744	83	46	4331	4.53745416448402	0.996276091577544	0.906062610185634	0.887571536508376				
UP_SEQ_FEATURE	NP_BIND:ATP	6	4.44444444444444	0.616627725101664	SMC00913, SMC04300, SMC04458, SM_B21566, SMA0744, SMC03159	83	279	4331	1.1221660836896	1	1	0.989690721649485				
																
Annotation Cluster 6	Enrichment Score: 1.800730335780794															
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR				
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	6	4.44444444444444	0.000258386682057	SMC03020, SMC03035, SMC03007, SMC03090, SMC03008, SMC03019	67	19	2024	9.53967007069914	0.011050552071411	0.003617413548802	0.003617413548802				
UP_KW_BIOLOGICAL_PROCESS	KW-0145~Chemotaxis	5	3.7037037037037	0.000405112442772	SMC03020, SMC03035, SMC03007, SMC03008, SMC03019	41	13	1337	12.5422138836773	0.00847298518375	0.008507361298222	0.008507361298222				
UP_KW_BIOLOGICAL_PROCESS	KW-0283~Flagellar rotation	3	2.22222222222222	0.012136412690923	SMC03020, SMC03035, SMC03019	41	6	1337	16.3048780487805	0.226186094236867	0.063716166627345	0.063716166627345				
